year	state	employee_position_clean	soc	employee_earliest_year_flag	min_state_year	statefe	stateyr	statefemale	femaleyr	socyr	statesoc	statesocyr	positionyr	stateposition	statepositionyr	socfemale	positionfemale	id	employee_salary_annual	female	employee_id	min_emp_year	log_salary_annual	policy_year	policy_month	treatment
2017	"TX"	"correc officer"	"33-3012"	0	2014	32	223	63	11	4973	12201	78454	259262	265725	1039361	848	88335	15541.0	48048.82	1	9340147	2011	10.779973	2018	1	0
2015	"GA"	"custodial personnel"	"37-2011"	0	2010	6	39	11	9	5347	2254	15951	278528	163236	612323	918	94910	17443.0	67797.84	1	9342301	2010	11.124286	2018	4	0
2016	"CA"	"instructional aide"	"25-9041"	1	2010	2	13	4	23	3293	649	4587	555399	77481	285447	557	186148	22443.0	67797.84	1	9342301	2010	11.124286	2018	4	0
2018	"TX"	"child protective service specialist"	"21-1021"	0	2014	32	224	64	25	2321	12004	77338	197538	264690	1035813	385	67089	2443.0	67797.84	1	9342301	2010	11.124286	2018	4	0
2014	"NY"	"bus operator"	"53-4041"	1	2011	26	183	51	8	9442	10165	67216	152895	230050	910183	1653	52252	4944.0	51455.88	1	9344953	2016	10.84848	2018	1	0
2015	"CA"	"administrative clerk"	"43-6014"	1	2010	2	12	4	22	6591	935	7076	24231	6220	23283	1133	8809	24944.0	51455.88	1	9344953	2016	10.84848	2018	1	0
2018	"CA"	"school support secretary"	"43-6014"	0	2010	2	15	4	25	6594	935	7079	859849	121006	443986	1133	289687	19944.0	51455.88	1	9344953	2016	10.84848	2018	1	0
2017	"NV"	"family services specialist"	"43-9061"	0	2014	25	177	50	24	6684	9491	62753	451748	226397	897735	1147	151688	5060.0	43800.0	1	9345359	2011	10.705248	2018	4	0
2017	"GA"	"special ed paraproaide"	"25-9041"	0	2010	6	41	12	24	3294	2161	15206	949100	165436	624584	557	318304	23687.0	51785.12	1	9346707	2011	10.836754	2018	4	0
2015	"CA"	"information system technician"	"15-1199"	0	2010	2	12	3	9	1074	458	2915	544531	75500	278384	173	182349	3921.0	24557.64	1	9348596	2015	10.108778	2017	7	0
2017	"NY"	"nurse cert"	"29-1141"	0	2011	26	186	52	24	4124	9806	64840	694098	240195	943366	705	232929	8921.0	24557.64	1	9348596	2015	10.108778	2018	4	0
2019	"CA"	"sergeant"	"33-3021"	0	2010	2	16	3	13	4988	797	5870	926703	129611	480842	850	310649	18921.0	24557.64	1	9348596	2015	10.108778	2018	4	0
2015	"GA"	"assistant professor"	"25-1199"	1	2010	6	39	11	9	2980	2141	15032	89669	162614	608895	500	30863	19861.0	22194.96	1	9351530	2016	10.007621	2017	7	0
2016	"UT"	"certified teacher salary"	"25-3021"	1	2009	33	233	66	23	3153	12776	82761	176315	284515	1107397	533	60513	4861.0	22194.96	1	9351530	2016	10.007621	2018	1	0
2017	"SC"	"human services specialist"	"21-1093"	1	2014	30	213	59	11	2392	11371	74934	534409	258933	1019268	396	178779	9861.0	22194.96	1	9351530	2016	10.007621	2019	1	0
2018	"CA"	"student services professional"	"31-2012"	0	2010	2	15	4	25	4718	775	5672	981119	137498	510222	808	329531	14861.0	22194.96	1	9351530	2016	10.007621	2017	7	0
2016	"NY"	"parksrec aide"	"43-4171"	1	2011	26	185	51	10	6371	9965	65909	723321	240646	944859	1096	243116	16374.0	34855.49	1	9353634	2010	10.458966	2018	4	0
2018	"CA"	"fire fighter"	"33-2011"	0	2010	2	15	3	12	4925	792	5822	463962	64580	236960	840	155753	11374.0	34855.49	1	9353634	2010	10.458966	2018	4	0
2015	"MO"	"correspondencenformation specialist"	"43-4021"	0	2014	18	127	36	22	6210	6924	47137	262915	205054	810124	1071	89562	5598.0	49065.96	1	9360310	2010	10.8009205	2018	1	0
2017	"MO"	"registered nurse supervisor"	"29-1141"	0	2014	18	129	36	24	4124	6840	46663	828063	206338	816055	705	278831	10598.0	49065.96	1	9360310	2010	10.8009205	2018	4	0
2018	"WI"	"senior research specialist"	"11-9041"	1	2014	36	259	71	12	335	14317	94665	912900	330005	1291811	53	306339	17813.0	49065.96	1	9360310	2010	10.8009205	2018	4	0
2019	"GA"	"grade "	"25-3021"	0	2010	6	43	12	26	3156	2153	15150	493249	163869	615950	533	165166	20598.0	49065.96	1	9360310	2010	10.8009205	2018	4	0
2014	"CA"	"school counselor"	"21-1012"	1	2010	2	11	3	8	2256	559	3793	856953	120393	441500	374	288760	777.0	16543.04	1	9361266	2016	9.71372	2018	1	0
2015	"MO"	"fire safety specialist"	"11-9161"	1	2014	18	127	35	9	468	6650	45605	465381	205474	811950	75	156161	20777.0	16543.04	1	9361266	2016	9.71372	2018	1	0
2016	"NY"	"child protctv service s"	"21-1021"	1	2011	26	185	52	23	2319	9698	64171	197495	230965	913248	385	67070	10777.0	16543.04	1	9361266	2016	9.71372	2018	1	0
2017	"CA"	"electrician"	"49-9097"	0	2010	2	14	3	11	8042	1066	8218	398783	55578	203716	1394	134206	5777.0	16543.04	1	9361266	2016	9.71372	2018	1	0
2018	"CA"	"locksmith"	"49-9094"	0	2010	2	15	3	12	8011	1063	8192	624424	87344	321116	1388	209843	15777.0	16543.04	1	9361266	2016	9.71372	2018	1	0
2015	"NY"	"laborer grade"	"33-3051"	0	2011	26	184	51	9	5021	9875	65311	591618	237706	934894	856	199566	15734.0	135297.0	1	9361922	2012	11.8152275	2017	7	0
2017	"CA"	"registered nurse"	"29-1141"	0	2010	2	14	3	11	4124	723	5234	827857	116503	427560	704	278745	20734.0	135297.0	1	9361922	2012	11.8152275	2017	7	0
2018	"CA"	"health profns education specialist"	"21-1091"	0	2010	2	15	4	25	2367	568	3884	510116	70582	260116	393	170448	734.0	135297.0	1	9361922	2012	11.8152275	2017	7	0
2014	"CA"	"assistant professor"	"25-1199"	0	2010	2	11	4	21	2979	622	4358	89668	14167	53125	501	30864	20525.0	32630.83	1	9363646	2016	10.393013	2018	1	0
2015	"CA"	"library assistant"	"43-4121"	1	2010	2	12	4	22	6314	912	6864	615454	86033	316028	1087	206968	10525.0	32630.83	1	9363646	2016	10.393013	2018	1	0
2016	"NY"	"tax auditor ses"	"13-2011"	1	2011	26	185	51	10	735	9582	63378	1016013	246257	964002	119	341157	525.0	32630.83	1	9363646	2016	10.393013	2018	1	0
2017	"CA"	"correctional officer"	"33-3012"	0	2010	2	14	3	11	4973	796	5858	260733	38236	141356	848	88828	15525.0	32630.83	1	9363646	2016	10.393013	2018	1	0
2019	"OR"	"program analyst "	"13-1111"	1	2014	28	203	56	26	649	10562	70637	778602	249923	982710	106	261699	5525.0	32630.83	1	9363646	2016	10.393013	2018	1	0
2014	"CA"	"police chief"	"33-1012"	1	2010	2	11	3	8	4878	788	5786	748198	104733	383985	833	251545	7769.0	35577.81	1	9363755	2015	10.479478	2018	1	0
2016	"GA"	"bus driver"	"53-3022"	0	2010	6	40	12	23	9311	2402	17109	151746	162797	609826	1628	51794	22769.0	35577.81	1	9363755	2015	10.479478	2018	1	0
2017	"CA"	"psychologist"	"19-3031"	0	2010	2	14	3	11	1955	533	3572	793789	111193	408448	323	267005	12769.0	35577.81	1	9363755	2015	10.479478	2018	1	0
2015	"OR"	"correctional officer"	"33-3012"	0	2014	28	199	55	9	4971	10672	71147	260731	249431	981192	848	88828	19262.0	24141.99	1	9366097	2015	10.091708	2018	4	0
2017	"NY"	"t h nurse practnr"	"29-1141"	0	2011	26	186	51	11	4124	9806	64840	1014910	246187	963794	704	340680	9262.0	24141.99	1	9366097	2015	10.091708	2018	1	0
2016	"TX"	"correc officer"	"33-3012"	0	2014	32	222	63	10	4972	12201	78453	259261	265725	1039360	848	88335	3550.0	32704.08	1	9368574	2016	10.395255	2018	1	0
2017	"CA"	"police officer"	"33-3051"	0	2010	2	14	3	11	5023	800	5896	749896	105115	385415	856	252123	23550.0	32704.08	1	9368574	2016	10.395255	2018	1	0
2018	"CA"	"correctional officer"	"33-3012"	0	2010	2	15	3	12	4974	796	5859	260734	38236	141357	848	88828	8550.0	32704.08	1	9368574	2016	10.395255	2018	1	0
2019	"CA"	"office assistant"	"43-9061"	0	2010	2	16	4	26	6686	942	7145	701138	97149	356647	1147	235317	20637.0	26062.2	1	9369896	2014	10.148818	2018	4	1
2014	"IA"	"locksmith"	"49-9094"	0	2007	7	51	13	8	8007	2861	22100	624420	168139	642615	1388	209843	8938.0	42536.1	1	9372571	2016	10.695121	2018	1	1
2017	"CT"	"custodian"	"37-2011"	0	2015	3	19	5	11	5349	1307	9980	279056	158052	586084	918	95081	5186.0	42536.1	1	9372571	2016	10.695121	2018	1	1
2014	"WA"	"correctional records technician"	"33-3021"	0	2013	35	249	70	21	4983	14020	92868	261136	315511	1237765	851	88970	23840.0	39582.76	1	9374793	2018	10.586149	2018	1	0
2017	"NC"	"deputy clerk"	"43-9199"	0	2014	20	141	40	24	6736	7817	51880	303800	211045	832758	1155	103164	3840.0	39582.76	1	9374793	2018	10.586149	2018	1	0
2019	"IL"	"computer operations specialist"	"19-4051"	0	2014	9	68	17	13	2150	3453	25755	236673	172356	666004	356	80465	13840.0	39582.76	1	9374793	2018	10.586149	2018	1	0
2017	"CA"	"special ed teachers"	"25-2051"	1	2010	2	14	4	24	3073	630	4432	949483	133305	495131	517	318464	18599.0	63790.0	1	9378391	2016	11.036976	2018	1	0
2016	"NY"	"corr officer"	"33-3012"	1	2011	26	185	51	10	4972	9872	65288	258909	232017	916750	848	88205	18173.0	21126.72	1	9379111	2016	9.958294	2018	4	0
2018	"IA"	"gme resident"	"39-9041"	1	2007	7	55	13	12	5794	2756	20945	491254	167615	639174	996	164509	13173.0	21126.72	1	9379111	2016	9.958294	2018	1	0
2014	"OH"	"education specialist backfill"	"11-9031"	0	2010	27	192	53	8	279	10220	67636	391384	248200	972408	45	131781	10183.0	49649.94	1	9388806	2017	10.812753	2018	1	0
2018	"NY"	"motoreh representative"	"43-4031"	0	2011	26	187	52	25	6226	9953	65821	681078	240027	942787	1073	228306	183.0	49649.94	1	9388806	2017	10.812753	2018	1	0
2019	"IN"	"family case manager"	"21-1021"	0	2014	10	74	20	26	2322	3872	28007	450516	174952	677052	385	151289	5183.0	49649.94	1	9388806	2017	10.812753	2018	1	0
2015	"DE"	"senior application support specialist"	"27-3042"	0	2014	4	23	8	22	3675	1483	10861	875131	159588	593033	627	294666	15596.0	17027.38	0	9394719	2017	9.6965475	2019	1	0
2018	"WA"	"psychiatric social worker unclassified"	"11-9151"	0	2013	35	253	70	25	458	13693	90844	793204	324623	1270525	74	266792	4899.0	52699.0	1	9396249	2016	10.872352	2018	1	0
2019	"MA"	"assistant district attorney"	"23-1011"	0	2010	13	98	26	26	2462	5162	35991	80931	186564	718871	409	27960	24899.0	52699.0	1	9396249	2016	10.872352	2018	1	0
2014	"WA"	"director"	"41-1012"	1	2013	35	249	70	21	5827	14068	93145	319487	316522	1241500	1003	108359	2513.0	24525.18	1	9403170	2014	10.107455	2018	1	0
2016	"OH"	"correction officer"	"33-3012"	0	2010	27	194	53	10	4972	10394	69258	259452	248049	971181	848	88400	17513.0	24525.18	1	9403170	2014	10.107455	2019	1	0
2017	"NC"	"health care technician"	"29-2053"	0	2014	20	141	40	24	4392	7695	51234	508086	212453	836418	752	169812	7513.0	24525.18	1	9403170	2014	10.107455	2018	1	0
2019	"CA"	"correctional officer"	"33-3012"	0	2010	2	16	3	13	4975	796	5860	260735	38236	141358	848	88828	12513.0	24525.18	1	9403170	2014	10.107455	2018	4	0
2016	"WA"	"program coordinator"	"27-2012"	0	2013	35	251	69	10	3507	13921	92242	779464	324278	1269194	596	261975	14649.0	27349.02	1	9404725	2011	10.216436	2018	4	0
2017	"TX"	"programmer analyst"	"19-1029"	0	2014	32	223	63	11	1751	11960	77075	784530	273924	1067743	289	263718	9649.0	27349.02	1	9404725	2011	10.216436	2018	4	0
2018	"TX"	"child protective service specialist"	"21-1021"	1	2014	32	224	64	25	2321	12004	77338	197538	264690	1035813	385	67089	19649.0	27349.02	1	9404725	2011	10.216436	2018	4	0
2015	"MA"	"civil engineerr"	"17-2051"	0	2010	13	94	26	22	1336	5077	35202	203092	188454	728428	222	68834	1140.0	50395.04	1	9409255	2013	10.827648	2018	1	0
2018	"CA"	"psychologist"	"19-3031"	1	2010	2	15	4	25	1956	533	3573	793790	111193	408449	324	267006	16140.0	50395.04	1	9409255	2013	10.827648	2018	1	0
2019	"CA"	"office assistant lv"	"43-4071"	0	2010	2	16	4	26	6279	909	6840	701307	97191	356798	1081	235376	21140.0	50395.04	1	9409255	2013	10.827648	2018	1	0
2015	"GA"	"service maintenance worker"	"49-9098"	0	2010	6	39	11	9	8053	2371	16881	927828	165360	624171	1396	311026	8614.0	57076.8	1	9409803	2016	11.024437	2017	7	1
2015	"NC"	"maintenance mechanic"	"53-6031"	0	2014	20	139	39	9	9538	7916	52346	632111	213422	838671	1669	212325	10619.0	41698.53	1	9410011	2010	10.638221	2018	4	0
2016	"PA"	"income maintenance caseworker"	"49-9043"	0	2014	29	206	57	10	7850	11210	74088	540258	254938	1002762	1359	180927	20619.0	41698.53	1	9410011	2010	10.638221	2018	4	0
2017	"NC"	"administrative officer"	"43-6011"	0	2014	20	141	40	24	6554	7804	51807	25067	209339	828337	1127	9112	5619.0	41698.53	1	9410011	2010	10.638221	2018	4	0
2018	"MT"	"license permit technician"	"53-6041"	0	2014	19	136	38	25	9564	7461	49969	618919	208194	823996	1674	208078	619.0	41698.53	1	9410011	2010	10.638221	2018	4	0
2019	"GA"	"schoolmprovement specialist"	"13-1081"	1	2010	6	43	12	26	625	2013	13991	860229	165173	623233	102	289832	15619.0	41698.53	1	9410011	2010	10.638221	2018	4	0
2015	"WA"	"licensed practical nurse"	"29-1141"	0	2013	35	250	70	22	4122	13962	92501	619314	322095	1261114	705	208204	22278.0	18916.19	1	9411743	2018	9.847774	2018	1	0
2016	"IN"	"highway technician"	"17-3022"	1	2014	10	71	19	10	1563	3837	27839	517602	175039	677414	259	172888	2278.0	18916.19	1	9411743	2018	9.847774	2018	1	0
2018	"CA"	"elementary teacher "	"25-2012"	0	2010	2	15	4	25	3007	624	4380	402870	56142	205931	505	135479	12278.0	18916.19	1	9411743	2018	9.847774	2018	1	0
2019	"CA"	"inmate crew leader"	"13-1074"	0	2010	2	16	4	26	601	420	2562	548259	76083	280691	98	183573	7278.0	18916.19	1	9411743	2018	9.847774	2019	1	0
2017	"CA"	"fire dispatcher"	"43-5031"	0	2010	2	14	3	11	6433	922	6958	463367	64456	236426	1106	155575	1753.0	15485.46	1	9424001	2017	9.647656	2018	1	0
2018	"UT"	"staff assistant"	"43-6014"	0	2009	33	235	66	25	6594	13044	85314	962362	304369	1190235	1133	323435	6753.0	15485.46	1	9424001	2017	9.647656	2018	1	0
2014	"CA"	"senior clerk typist"	"43-6014"	0	2010	2	11	4	21	6590	935	7075	880592	123704	454404	1133	296298	17211.0	67317.67	1	9429168	2011	11.117178	2019	1	0
2016	"GA"	"systems administrator"	"15-1142"	1	2010	6	40	11	10	1023	2042	14245	1012819	165534	625253	165	339991	12211.0	67317.67	1	9429168	2011	11.117178	2018	4	0
2017	"NJ"	"conductor"	"53-6061"	1	2010	24	171	48	24	9587	9275	61649	239086	221263	871073	1678	81289	2211.0	67317.67	1	9429168	2011	11.117178	2018	4	0
2018	"CA"	"police sergeant"	"33-1012"	0	2010	2	15	3	12	4882	788	5790	751347	105430	386601	833	252621	22211.0	67317.67	1	9429168	2011	11.117178	2018	4	0
2018	"CA"	"heavy bus driver"	"53-3032"	0	2010	2	15	3	12	9337	1182	9225	514134	71082	262238	1631	171745	5594.0	41976.44	1	9434422	2015	10.594983	2019	1	0
2014	"CA"	"correctional officer"	"33-3012"	0	2010	2	11	3	8	4970	796	5855	260730	38236	141353	848	88828	478.0	70487.0	1	9435628	2016	11.163183	2018	1	0
2016	"CA"	"police technician"	"33-3041"	0	2010	2	13	4	23	5009	799	5885	752114	105612	387298	855	252892	20478.0	70487.0	1	9435628	2016	11.163183	2018	1	0
2018	"CA"	"deputy sheriff"	"33-3051"	1	2010	2	15	3	12	5024	800	5897	312111	44985	166719	856	105854	5478.0	70487.0	1	9435628	2016	11.163183	2018	1	0
2015	"MI"	"teaching"	"25-3021"	0	2014	16	112	31	9	3152	6305	43470	1029164	204157	805358	532	346432	12108.0	82834.66	1	9435912	2010	11.324602	2018	4	0
2016	"NY"	"supervisor dental assistant"	"31-9091"	0	2011	26	185	51	10	4766	9856	65166	997096	245532	961547	815	335178	2108.0	82834.66	1	9435912	2010	11.324602	2018	4	0
2018	"TX"	"texas works supervisor"	"35-1012"	0	2014	32	224	63	12	5155	12215	78538	1040428	278589	1083886	880	350581	7108.0	82834.66	1	9435912	2010	11.324602	2018	4	0
2019	"GA"	"bus driver"	"53-3022"	1	2010	6	43	12	26	9314	2402	17112	151749	162797	609829	1628	51794	22108.0	82834.66	1	9435912	2010	11.324602	2018	4	0
2015	"CA"	"school psychologist"	"19-3031"	0	2010	2	12	4	22	1953	533	3570	858800	120757	443072	324	289337	2389.0	15755.01	1	9438837	2017	9.664914	2019	1	0
2016	"GA"	"instructor"	"25-3021"	0	2010	6	40	12	23	3153	2153	15147	558564	164065	617134	533	187448	12389.0	15755.01	1	9438837	2017	9.664914	2018	4	0
2017	"CA"	"senior communication dispatcher"	"43-5031"	0	2010	2	14	4	24	6433	922	6958	881877	123880	455185	1107	296705	22389.0	15755.01	1	9438837	2017	9.664914	2018	4	0
2018	"WA"	"associate professor"	"25-1199"	0	2013	35	253	69	12	2983	13889	92056	114942	313574	1230255	500	39728	17389.0	15755.01	1	9438837	2017	9.664914	2018	4	0
2017	"UT"	"research associate"	"43-9111"	0	2009	33	234	65	11	6723	13054	85420	834308	301503	1178164	1152	280928	3068.0	18772.72	1	9439840	2010	9.84016	2019	1	0
2018	"CA"	"student services spe"	"11-9033"	1	2010	2	15	4	25	309	396	2343	981199	137518	510285	50	329561	18068.0	18772.72	1	9439840	2010	9.84016	2017	7	0
2019	"CA"	"instructor"	"25-3021"	0	2010	2	16	3	13	3156	638	4493	558567	78322	288097	532	187447	8068.0	18772.72	1	9439840	2010	9.84016	2017	7	0
2014	"CA"	"office technician "	"43-9022"	0	2010	2	11	3	8	6629	938	7102	703681	97584	358260	1138	236124	3814.0	26453.26	1	9442592	2017	10.183135	2018	1	0
2016	"CA"	"stationary engineerr"	"51-8021"	1	2010	2	13	3	10	8780	1132	8776	970724	135910	504151	1532	326067	18814.0	26453.26	1	9442592	2017	10.183135	2019	1	0
2017	"CA"	"correctional officer"	"33-3012"	0	2010	2	14	3	11	4973	796	5858	260733	38236	141356	848	88828	13814.0	26453.26	1	9442592	2017	10.183135	2018	1	0
2018	"SC"	"law enforcement officer"	"33-3051"	0	2014	30	214	59	12	5024	11435	75304	595823	258960	1019406	856	200850	23814.0	26453.26	1	9442592	2017	10.183135	2018	1	0
2014	"CA"	"administrator"	"11-9031"	0	2010	2	11	3	8	279	394	2320	26993	6703	25038	45	9740	22428.0	69501.05	1	9443731	2011	11.149097	2018	4	0
2016	"NY"	"bus operator"	"53-4041"	0	2011	26	185	51	10	9444	10165	67218	152897	230050	910185	1653	52252	2428.0	69501.05	1	9443731	2011	11.149097	2017	7	0
2018	"CA"	"adjunct associate professor"	"17-2031"	1	2010	2	15	4	25	1315	480	3093	14838	4477	17849	218	5608	17428.0	69501.05	1	9443731	2011	11.149097	2018	4	0
2015	"OH"	"bwc customer service representativeresent"	"43-4051"	0	2010	27	193	54	22	6249	10439	69648	158066	247951	970414	1077	54090	23964.0	47893.59	1	9447428	2010	10.776737	2018	7	0
2018	"CA"	"health aide"	"31-1014"	0	2010	2	15	4	25	4669	771	5635	507175	70212	258577	800	169499	17398.0	47700.0	1	9447428	2013	10.87624	2017	7	0
2019	"GA"	"housekeeper cc"	"37-1011"	0	2010	6	43	11	13	5327	2252	15935	523688	163954	616488	914	175020	13964.0	47893.59	1	9447428	2010	10.776737	2018	4	0
2015	"MA"	"licensed practical nurse"	"29-1141"	1	2010	13	94	26	22	4122	5273	36930	619314	194776	760397	705	208204	23359.0	64684.08	1	9448619	2016	11.0772705	2017	7	0
2016	"PA"	"clerical supervisor ses"	"43-1011"	0	2014	29	206	58	23	6062	11129	73624	207607	252206	991055	1045	70541	18359.0	64684.08	1	9448619	2016	11.0772705	2018	1	0
2017	"CA"	"building maintenance tradeworker"	"49-9071"	0	2010	2	14	4	24	7954	1059	8156	148491	21298	79583	1379	50785	8359.0	64684.08	1	9448619	2016	11.0772705	2018	1	0
2018	"CA"	"counselor"	"41-9099"	0	2010	2	15	4	25	6051	890	6668	265545	38620	142837	1043	90457	3359.0	64684.08	1	9448619	2016	11.0772705	2018	1	0
2014	"CA"	"bus system support anal"	"11-3071"	1	2010	2	11	4	21	201	388	2265	153208	22144	82614	34	52374	21326.0	51734.64	1	9455149	2013	10.853883	2018	1	0
2015	"CA"	"eligibility worker"	"43-4061"	0	2010	2	12	4	22	6262	908	6826	403924	56320	206652	1079	135841	11326.0	51734.64	1	9455149	2013	10.853883	2018	1	0
2017	"CA"	"licensedocational nurse"	"29-2061"	0	2010	2	14	3	11	4450	753	5475	619571	86757	318830	761	208310	6326.0	51734.64	1	9455149	2013	10.853883	2018	1	0
2019	"TX"	"correc officer"	"33-3012"	1	2014	32	225	63	13	4975	12201	78456	259264	265725	1039363	848	88335	1326.0	51734.64	1	9455149	2013	10.853883	2017	7	0
2014	"GA"	"instructional specialist p"	"25-9011"	1	2010	6	38	11	8	3252	2159	15183	557818	164063	617112	550	187167	7984.0	60551.15	1	9455511	2012	11.011244	2018	1	0
2016	"CA"	"eligibility technician"	"43-4061"	0	2010	2	13	3	10	6263	908	6827	403871	56311	206607	1078	135825	12984.0	60551.15	1	9455511	2012	11.011244	2017	7	0
2018	"DE"	"correctional officer"	"33-3012"	1	2014	4	26	7	12	4974	1522	11069	260734	158546	588081	848	88828	2984.0	60551.15	1	9455511	2012	11.011244	2018	1	0
2014	"NJ"	"trooperation"	"33-3051"	0	2010	24	168	47	8	5020	9044	59808	1059584	225941	895876	856	356688	17904.0	69600.0	1	9457033	2016	11.118113	2019	1	1
2014	"IA"	"professor"	"25-1194"	0	2007	7	51	13	8	2966	2608	19343	775712	168688	646548	498	260756	9941.0	51693.2	1	9457271	2013	10.853082	2018	1	0
2017	"NY"	"senior ct clerk"	"43-4031"	0	2011	26	186	51	11	6225	9953	65820	884597	243064	953267	1072	297604	24941.0	51693.2	1	9457271	2013	10.853082	2018	1	0
2018	"NC"	"correctional sergeant"	"33-1011"	0	2014	20	142	39	12	4869	7717	51357	261290	210800	832122	831	89020	19941.0	51693.2	1	9457271	2013	10.853082	2018	1	0
2019	"IA"	"correctional officer"	"33-3012"	0	2007	7	56	13	13	4975	2718	20517	260735	166893	634007	848	88828	8996.0	62207.0	1	9460336	2014	11.017472	2017	10	0
2016	"CA"	"grounds equipment operator"	"47-2073"	0	2010	2	13	3	10	7062	976	7437	498028	68905	253354	1215	166720	22370.0	78881.94	1	9461799	2010	11.275707	2018	1	0
2017	"NC"	"processing assistant"	"31-1014"	0	2014	20	141	39	11	4668	7709	51313	772076	214480	841501	799	259496	2370.0	78881.94	1	9461799	2010	11.275707	2018	4	0
2018	"CA"	"central office resource teacher"	"51-9061"	1	2010	2	15	4	25	8941	1147	8914	172961	25251	93915	1563	59175	7370.0	78881.94	1	9461799	2010	11.275707	2018	4	0
2015	"CA"	"occupational therapist"	"31-2011"	0	2010	2	12	4	22	4702	774	5660	699721	97007	356137	806	234824	8651.0	27328.8	1	9462426	2016	10.040205	2019	1	0
2014	"WA"	"director"	"41-1012"	0	2013	35	249	70	21	5827	14068	93145	319487	316522	1241500	1003	108359	2788.0	16307.63	1	9462621	2017	9.6993885	2018	4	0
2016	"CA"	"employment program representative"	"23-1021"	0	2010	2	13	3	10	2485	578	3976	408861	56989	209302	412	137516	22788.0	16307.63	1	9462621	2017	9.6993885	2018	1	0
2017	"IN"	"semi truck driver"	"53-3032"	0	2014	10	72	19	11	9336	4051	28876	871606	175451	679207	1631	293485	12788.0	16307.63	1	9462621	2017	9.6993885	2018	4	0
2018	"CA"	"associate faculty"	"25-1041"	1	2010	2	15	4	25	2624	590	4086	112613	16398	60717	437	38912	17788.0	16307.63	1	9462621	2017	9.6993885	2018	1	0
2018	"NY"	"mental health th a"	"21-1014"	1	2011	26	187	52	25	2284	9695	64149	671325	239870	942227	379	225029	20067.0	37125.33	1	9464620	2016	10.435908	2018	7	0
2014	"WA"	"occupational therapist "	"31-2011"	1	2013	35	249	69	8	4701	14000	92741	699733	323156	1264897	805	234825	12620.0	86090.49	1	9465654	2010	11.363154	2019	1	0
2016	"SC"	"trades specialist"	"11-2021"	0	2014	30	212	59	10	62	11294	74505	1047156	259130	1020277	9	352800	7620.0	86090.49	1	9465654	2010	11.363154	2018	4	0
2017	"UT"	"special events coordinator"	"39-9032"	1	2009	33	234	66	24	5780	12979	84672	950774	304024	1189004	995	318923	2620.0	86090.49	1	9465654	2010	11.363154	2018	7	0
2018	"TX"	"hr assistant"	"25-9041"	1	2014	32	224	64	25	3295	12075	77738	525995	269945	1053431	557	175770	17620.0	86090.49	1	9465654	2010	11.363154	2018	1	0
2016	"NC"	"correctional officer"	"33-3012"	1	2014	20	140	39	10	4972	7723	51391	260732	210785	832064	848	88828	20858.0	29448.0	1	9467648	2015	10.43374	2017	7	1
2014	"CA"	"intervention specialist"	"25-2053"	1	2010	2	11	4	21	3092	632	4446	569772	80078	293175	521	191969	14075.0	75012.6	1	9468787	2018	11.225411	2018	1	0
2015	"CA"	"assistant principal"	"11-9032"	1	2010	2	12	4	22	293	395	2330	88164	13892	52217	48	30273	19075.0	75012.6	1	9468787	2018	11.225411	2018	1	0
2018	"CA"	"elementary teacher "	"25-2012"	0	2010	2	15	4	25	3007	624	4380	402870	56142	205931	505	135479	9075.0	75012.6	1	9468787	2018	11.225411	2018	1	0
2015	"CA"	"deputy sheriff"	"33-3051"	1	2010	2	12	3	9	5021	800	5894	312108	44985	166716	856	105854	5917.0	129101.04	1	9473738	2010	11.768351	2018	4	0
2016	"DE"	"senior probation parole officer"	"21-1092"	0	2014	4	24	8	23	2378	1442	10668	908727	159632	593259	395	305016	917.0	129101.04	1	9473738	2010	11.768351	2018	4	0
2017	"CA"	"human service specialist"	"21-1021"	1	2010	2	14	3	11	2320	564	3844	533614	73965	272773	384	178524	20917.0	129101.04	1	9473738	2010	11.768351	2018	4	0
2018	"LA"	"corrections cadet"	"33-1011"	1	2014	12	87	23	12	4869	4805	33334	261680	182411	700103	831	89157	15917.0	129101.04	1	9473738	2010	11.768351	2018	4	0
2017	"MN"	"registered nurse"	"29-1141"	1	2011	17	123	33	11	4124	6519	44678	827857	204473	807238	704	278745	22096.0	26014.0	1	9473831	2011	10.209022	2018	4	0
2014	"CA"	"deputy sheriff"	"33-3051"	0	2010	2	11	3	8	5020	800	5893	312107	44985	166715	856	105854	4046.0	39308.26	1	9477694	2015	10.57919	2018	1	0
2017	"OH"	"highway patrol trooperation"	"33-3051"	0	2010	27	195	53	11	5023	10397	69289	517414	248408	974107	856	172825	24046.0	39308.26	1	9477694	2015	10.57919	2018	1	0
2019	"CA"	"accounting technician"	"43-3051"	0	2010	2	16	4	26	6159	899	6746	7297	3162	14241	1061	2613	14046.0	39308.26	1	9477694	2015	10.57919	2018	1	0
2015	"IL"	"official court representativeorter"	"23-2091"	0	2014	9	64	18	22	2536	3477	25895	704267	173630	671427	421	236328	16588.0	63874.59	1	9480673	2010	11.064677	2017	7	0
2017	"GA"	"grade "	"25-3021"	0	2010	6	41	12	24	3154	2153	15148	493247	163869	615948	533	165166	1588.0	63874.59	1	9480673	2010	11.064677	2018	4	0
